"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"59610","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Desulforamulus","reducens"
"1561005","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Acididesulfobacillus","acetoxydans"
"51515","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Dehalobacterium","formicoaceticum"
"58138","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Desulfofarcimen","acetoxidans"
"1761012","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Candidatus Formimonas","warabiya"
"1712410","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Thermanaerosceptrum","fracticalcis"
"471827","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptococcaceae","Candidatus Desulforudis","audaxviator"
"102134","Bacteria","Bacillota","Clostridia","Eubacteriales","Desulfallaceae","Desulfoscipio","gibsoniae"
"2293317","Bacteria","Bacillota","Clostridia","Eubacteriales","Syntrophomonadaceae","Candidatus Syntrophocurvum","alkaliphilum"
"86170","Bacteria","Bacillota","Clostridia","Eubacteriales","Syntrophomonadaceae","Syntrophothermus","lipocalidus"
"338645","Bacteria","Bacillota","Clostridia","Eubacteriales","Syntrophomonadaceae","Candidatus Contubernalis","alkalaceticum"
"863","Bacteria","Bacillota","Clostridia","Eubacteriales","Syntrophomonadaceae","Syntrophomonas","wolfei"
"35701","Bacteria","Bacillota","Clostridia","Eubacteriales","Heliobacteriaceae","Heliomicrobium","modesticaldum"
"356322","Bacteria","Bacillota","Clostridia","Eubacteriales","Heliobacteriaceae","Heliorestis","convoluta"
"2734","Bacteria","Bacillota","Clostridia","Eubacteriales","Symbiobacteriaceae","Symbiobacterium","thermophilum"
"671077","Bacteria","Bacillota","Clostridia","Eubacteriales","Symbiobacteriaceae","Caldinitratiruptor","microaerophilus"
"2731377","Bacteria","Bacillota","Clostridia","Eubacteriales","Proteinivoraceae","Alkalicella","caledoniensis"
"863643","Bacteria","Bacillota","Clostridia","Eubacteriales","Thermincolaceae","Thermincola","potens"
"1565","Bacteria","Bacillota","Clostridia","Eubacteriales","Desulfotomaculaceae","Desulfotomaculum","nigrificans"
"2806205","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","diazotrophicus"
"1222016","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","changbaiensis"
"1387555","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","morganii"
"31899","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","bescii"
"301953","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","acetigenus"
"29324","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","naganoensis"
"55205","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","owensensis"
"717609","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","obsidiansis"
"413888","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","hydrothermalis"
"3019889","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","sp. DIB 104C"
"413889","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","kronotskyensis"
"44001","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Caldicellulosiruptor","saccharolyticus"
"1517","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Thermoanaerobacterium","thermosaccharolyticum"
"1550240","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Thermoanaerobacterium","sp. RBIITD"
"29329","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis","Thermoanaerobacterium","xylanolyticum"
"2983842","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","sp. RKWS2"
"399726","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","sp. X514"
"2325","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","kivui"
"583357","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","mathranii"
"46354","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","wiegelii"
"108150","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","italicus"
"911092","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Caldanaerobacter","subterraneus"
"2796927","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Gelria","sp. Kuro-4"
"85874","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermacetogenium","phaeum"
"42838","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Ammonifex","degensii"
"129958","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Carboxydothermus","hydrogenoformans"
"252966","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family IV. Incertae Sedis","Mahella","australiensis"
"1794699","Bacteria","Bacillota","Clostridia","Thermoanaerobacterales","Thermodesulfobiaceae","Thermodesulfobium","acidiphilum"
"656519","Bacteria","Bacillota","Clostridia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","hydrogeniformans"
"2331","Bacteria","Bacillota","Clostridia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","praevalens"
"2682810","Bacteria","Bacillota","Clostridia","Halanaerobiales","Halanaerobiaceae","Iocasia","fonsfrigidae"
"42422","Bacteria","Bacillota","Clostridia","Halanaerobiales","Halobacteroidaceae","Halobacteroides","halobius"
"28187","Bacteria","Bacillota","Clostridia","Halanaerobiales","Halobacteroidaceae","Acetohalobium","arabaticum"
"1323375","Bacteria","Bacillota","Clostridia","Halanaerobiales","","Anoxybacter","fermentans"
"31909","Bacteria","Bacillota","Clostridia","Halanaerobiales","Halothermotrichaceae","Halothermothrix","orenii"
"2138101","Bacteria","Bacillota","Clostridia","Moorellales","Moorellaceae","Moorella","sp. Hama-1"
"1525","Bacteria","Bacillota","Clostridia","Moorellales","Moorellaceae","Moorella","thermoacetica"
"55779","Bacteria","Bacillota","Clostridia","Moorellales","Moorellaceae","Moorella","glycerini"
"161154","Bacteria","Bacillota","Clostridia","Moorellales","Moorellaceae","Thermanaeromonas","toyohensis"
"2528593","Bacteria","Bacillota","Clostridia","Moorellales","Zhaonellaceae","Zhaonella","formicivorans"
"2742683","Bacteria","Bacillota","Clostridia","Natranaerobiales","Natranaerofabaceae","Natranaerofaba","carboxydovora"
"375929","Bacteria","Bacillota","Clostridia","Natranaerobiales","Natranaerobiaceae","Natranaerobius","thermophilus"
"2316383","Bacteria","Bacillota","Clostridia","Thermosediminibacterales","Tepidanaerobacteraceae","Biomaibacter","acetigenes"
"499229","Bacteria","Bacillota","Clostridia","Thermosediminibacterales","Tepidanaerobacteraceae","Tepidanaerobacter","acetatoxydans"
"291990","Bacteria","Bacillota","Clostridia","Thermosediminibacterales","Thermosediminibacteraceae","Thermosediminibacter","oceani"
"2751313","Bacteria","Bacillota","Clostridia","Koleobacterales","Koleobacteraceae","Koleobacter","methoxysyntrophicus"
"33025","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium"
"2823317","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","sp. Marseille-Q4147"
"626940","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","succinatutens"
"187327","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","intestini"
"905","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","fermentans"
"2682455","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","sp. S12025-13"
"423477","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","rogosae"
"2682456","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","nakazawae"
"29466","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","parvula"
"39778","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","dispar"
"39777","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","atypica"
"248315","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","rodentium"
"2144175","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","stantonii"
"907","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","elsdenii"
"1675036","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","hexanoica"
"1232428","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","massiliensis"
"487173","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Dialister","succinatiphilus"
"2161821","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Dialister","massiliensis"
"2582419","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Dialister","hominis"
"39950","Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Dialister","pneumosintes"
"712528","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","sp. oral taxon 126"
"1884263","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","sp. oral taxon 920"
"712538","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","sp. oral taxon 478"
"713030","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","sp. oral taxon 136"
"69823","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","sputigena"
"971","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","ruminantium"
"2754044","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas","timonae"
"437897","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Megamonas","funiformis"
"158847","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Megamonas","hypermegale"
"865","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Pectinatus","frisingensis"
"484770","Bacteria","Bacillota","Negativicutes","Selenomonadales","Sporomusaceae","Pelosinus","sp. UFO1"
"365349","Bacteria","Bacillota","Negativicutes","Selenomonadales","Sporomusaceae","Pelosinus","fermentans"
"2377","Bacteria","Bacillota","Negativicutes","Selenomonadales","Sporomusaceae","Sporomusa","termitida"
"1930071","Bacteria","Bacillota","Negativicutes","Selenomonadales","Sporomusaceae","Methylomusa","anaerophila"
"2072642","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. PK3_47"
"1306526","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. HWE-109"
"2762320","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. PAMC21692"
"2211212","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. DCT19"
"2996034","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. SYP-B4298"
"2859228","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. R14(2021)"
"1532905","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. CAA11"
"1870819","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. BIHB 4019"
"1536773","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL R7-0331"
"324057","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. JDR-2"
"2909671","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. PHS-Z3"
"2777983","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. JNUCC-31"
"1566358","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. IHBB 10380"
"3039392","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. RC67"
"2758563","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. 19GGS1-52"
"2282849","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. H1-7"
"2748863","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. E222"
"2908839","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. YPD9-1"
"1695218","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. 32O-W"
"2660554","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. B01"
"1536769","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL P4-0081"
"1536772","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL R7-0273"
"1536774","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL H7-0357"
"715179","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. sptzw28"
"2866810","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. PSB04"
"2925845","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. N3/727"
"1906272","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. JZ16"
"2878915","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. YPG26"
"1536775","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL H7-0737"
"2741301","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. URB8-2"
"1536771","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL R5-0912"
"3025665","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. KACC 21273"
"3047872","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. G2S3"
"1536770","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. FSL R5-0345"
"2975482","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. SS4"
"2023772","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. RUD330"
"2835869","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. 481"
"867076","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. IHB B 3084"
"1980674","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. Cedars"
"2823904","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. S02"
"481743","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. Y412MC10"
"3032287","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. BR1-192"
"2986930","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sp. BT-177"
"414771","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","donghaensis"
"307580","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","woosongensis"
"79263","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","chitinolyticus"
"1338368","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","lentus"
"2704463","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","rhizovicinus"
"2509456","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","protaetiae"
"483937","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","riograndensis"
"373687","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","sonchi"
"198119","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","barcinonensis"
"1619311","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","physcomitrellae"
"61624","Bacteria","Bacillota","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","mucilaginosus"
