"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"453230","Bacteria","Thermodesulfobacteriota","Desulfarculia","Desulfarculales","Desulfarculaceae","Desulfarculus","baarsii"
"2358","Bacteria","Thermodesulfobacteriota","Desulfomonilia","Desulfomonilales","Desulfomonilaceae","Desulfomonile","tiedjei"
"1621989","Bacteria","Thermodesulfobacteriota","Candidatus Desulfofervidia","Candidatus Desulfofervidales","Candidatus Desulfofervidaceae","Candidatus Desulfofervidus","auxilii"
"60893","Bacteria","Thermodesulfobacteriota","Desulfobaccia","Desulfobaccales","Desulfobaccaceae","Desulfobacca","acetoxidans"
"316277","Bacteria","Thermodesulfobacteriota","Syntrophia","Syntrophales","Syntrophaceae","Syntrophus","aciditrophicus"
"197","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","jejuni"
"195","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","coli"
"2517362","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. CCUG 57310"
"1032243","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. RM6914"
"1660076","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. RM12175"
"1660078","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. RM5004"
"2983836","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. VBCF_01 NA2"
"1032242","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. RM10537"
"2840180","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. 19-13652"
"1660079","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. RM12651"
"1660073","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. RM6137"
"1660080","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. RM16192"
"1660074","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. RM8964"
"2042961","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","blaseri"
"827","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","ureolyticus"
"1965231","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","pinnipediorum"
"199","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","concisus"
"76517","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","hominis"
"201","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","lari"
"196","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","fetus"
"1780362","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","geochelonis"
"1813019","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","hepaticus"
"1448857","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","corcagiensis"
"206","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sputorum"
"374106","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","cuniculorum"
"1244531","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","iguaniorum"
"202","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","mucosalis"
"198","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","hyointestinalis"
"28080","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","upsaliensis"
"488546","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","peloridis"
"2267891","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","novaezeelandiae"
"449520","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","canadensis"
"1031542","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","volucris"
"28898","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","helveticus"
"203","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","rectus"
"2505970","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","armoricus"
"204","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","showae"
"2561898","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Candidatus Campylobacter infans"
"200","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","curvus"
"497724","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","subantarcticus"
"1848766","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","ornithocola"
"75658","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","lanienae"
"2593672","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","sp. FWKO B"
"1278212","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","suis"
"1935204","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","porcinus"
"1849015","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","acticola"
"1315211","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","aquimarinus"
"2961520","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","roscoffensis"
"1054033","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","venerupis"
"28199","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","nitrofigilis"
"913109","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","ellisii"
"2320140","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","peruensis"
"1054034","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","cloacae"
"28198","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Aliarcobacter","cryaerophilus"
"28197","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Aliarcobacter","butzleri"
"1564138","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Aliarcobacter","faecis"
"255507","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Aliarcobacter","cibarius"
"1355374","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Aliarcobacter","lanthieri"
"544718","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Aliarcobacter","thereius"
"28200","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Aliarcobacter","skirrowii"
"708186","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Aliarcobacter","trophiarum"
"877500","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Halarcobacter","anaerophilus"
"663364","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Halarcobacter","bivalviorum"
"1462615","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Halarcobacter","ebronensis"
"1904463","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Poseidonibacter","lekithochrous"
"603050","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Malaciobacter","mytili"
"505249","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Malaciobacter","marinus"
"1032072","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Malaciobacter","molluscorum"
"1080223","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Malaciobacter","pacificus"
"1912871","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Malaciobacter","canalis"
"197482","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Arcobacteraceae","Malaciobacter","halophilus"
"210","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","pylori"
"32025","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","hepaticus"
"45498","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","cholecystus"
"217","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","mustelae"
"29419","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","canis"
"35818","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","pullorum"
"35817","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","heilmannii"
"1578720","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","ailurogastricus"
"138563","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","cetorum"
"222136","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","enhydrae"
"37372","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","bilis"
"213","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","cinaedi"
"123841","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","canadensis"
"76936","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","typhlonius"
"135569","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","apodemus"
"1591088","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","himalayensis"
"844","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Wolinella","succinogenes"
"2894755","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","sp. HSL-3221"
"2878390","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","sp. SWIR-19"
"2283483","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","sp. CVO"
"1176482","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","gotlandica"
"202747","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","autotrophica"
"2672570","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","aquatica"
"2509341","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","hydrogeniphila"
"2590551","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","marina"
"2590020","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","sediminis"
"317658","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","paralvinellae"
"2740404","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Candidatus Sulfurimonas baltica"
"39766","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","denitrificans"
"2740405","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","Candidatus Sulfurimonas marisnigri"
"2590022","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","lithotrophica"
"2590021","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","xiamenensis"
"148813","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurimonadaceae","Sulfuricurvum","kujiense"
"1854492","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","diekertiae"
"65553","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","deleyianum"
"366522","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","cavolei"
"66821","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","multivorans"
"44674","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","barnesii"
"2893889","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","sp. HSL1-3"
"2925411","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","sp. XGS-02"
"387093","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","sp. NBC37-1"
"206403","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","lithotrophicum"
"2779528","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","indicum"
"269261","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurovaceae","Nitratifractor","salsuginis"
"2740515","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Hydrogenimonadaceae","Hydrogenimonas","urashimensis"
"387092","Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nitratiruptoraceae","Nitratiruptor","sp. SB155-2"
"2724901","Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nitratiruptoraceae","Nitratiruptor","sp. YY09-18"
"269259","Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nitratiruptoraceae","Nitratiruptor","tergarcus"
"2706014","Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nitratiruptoraceae","Nitrosophilus","labii"
"2930200","Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nitratiruptoraceae","Nitrosophilus","kaiyonis"
"2714855","Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nitratiruptoraceae","Nitrosophilus","alvini"
"1424653","Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nautiliaceae","Caminibacter","pacificus"
"291048","Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nautiliaceae","Caminibacter","mediatlanticus"
"2579250","Bacteria","Campylobacterota","Epsilonproteobacteria","Nautiliales","Nautiliaceae","Nautilia","sp. PV-1"
"84405","Bacteria","Campylobacterota","Desulfurellia","Desulfurellales","Hippeaceae","Hippea","maritima"
"850","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","mortiferum"
"856","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","varium"
"2663009","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","pseudoperiodonticum"
"861","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","ulcerans"
"851","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","nucleatum"
"2764326","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","hominis"
"849","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","gonidiaformans"
"155615","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","vincentii"
"1755100","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","gastrosuis"
"1583098","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","hwasookii"
"859","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","necrophorum"
"285729","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","canifelinum"
"76859","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","animalis"
"76857","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","polymorphum"
"671211","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","sp. oral taxon 203"
"860","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","periodonticum"
"167642","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Ilyobacter","polytropus"
"188913","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","somerae"
"712361","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","sp. oral taxon 218"
"712357","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","sp. oral taxon 212"
"712362","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","sp. oral taxon 221"
"712368","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","sp. oral taxon 498"
"1785996","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","sp. oral taxon 847"
"109328","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","trevisanii"
"157687","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","wadei"
"157691","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","shahii"
"40542","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","buccalis"
"157688","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","hofstadii"
"554406","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","hongkongensis"
"157692","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Pseudoleptotrichia","goodfellowii"
"187101","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sneathia","vaginalis"
"826","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Sebaldella","termitidis"
"34105","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Streptobacillus","moniliformis"
"239935","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila"
"1679444","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","glycaniphila"
"2824561","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter","ambystomatis"
"2995170","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter","sp. SL250"
"2728835","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter","luteus"
"2736","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium","spinosum"
"1882831","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium","sp. GAS474"
"2711231","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","sp. ORNL1"
"2707525","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Sulfuriroseicoccus","oceanibius"
"2974023","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Limisphaerales","Fontisphaeraceae","Fontisphaera","persica"
"1882749","Bacteria","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae","Opitutus","sp. GAS368"
"107709","Bacteria","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae","Opitutus","terrae"
"1838286","Bacteria","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae","Lacunisphaera","limnophila"
"1796921","Bacteria","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae","Ereboglobus","luteus"
"2862869","Bacteria","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae","Horticoccus","luteus"
"2576891","Bacteria","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae","Nibricoccus","aquaticus"
"2866311","Bacteria","Verrucomicrobiota","Opitutae","Puniceicoccales","Puniceicoccaceae","Ruficoccus","sp. ZRK36"
"395922","Bacteria","Verrucomicrobiota","Opitutae","Puniceicoccales","Puniceicoccaceae","Coraliomargarita","akajimensis"
"2684113","Bacteria","Verrucomicrobiota","Opitutae","Puniceicoccales","Puniceicoccaceae","Candidatus Pelagisphaera","phototrophica"
"2796139","Bacteria","Verrucomicrobiota","","","","Methylacidimicrobium","sp. B4"
"2730359","Bacteria","Verrucomicrobiota","","","","Methylacidimicrobium","sp. AP8"
"2795386","Bacteria","Verrucomicrobiota","Methylacidiphilae","Methylacidiphilales","Methylacidiphilaceae","Methylacidiphilum","sp. IT6"
"591154","Bacteria","Verrucomicrobiota","Methylacidiphilae","Methylacidiphilales","Methylacidiphilaceae","Methylacidiphilum","fumariolicum"
"511746","Bacteria","Verrucomicrobiota","Methylacidiphilae","Methylacidiphilales","Methylacidiphilaceae","Methylacidiphilum","infernorum"
"1704307","Bacteria","Verrucomicrobiota","Spartobacteria","","","Candidatus Xiphinematobacter","sp. Idaho Grape"
"2528010","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Lignipirellula","cremea"
"2528017","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Rosistilla","carotiformis"
"2527990","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Rosistilla","oblonga"
"1930277","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Rosistilla","ulvae"
"2795974","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Stieleria","maiorica"
"2527979","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Stieleria","neptunia"
"2527984","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Bremerella","volcania"
"3026424","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Bremerella","sp. P1"
"980251","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Mariniblastus","fucicola"
"2943192","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Blastopirellula","sp. J2-11"
"1930273","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Rubripirellula","lacrimiformis"
"2127060","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Rhodopirellula","sp. P2"
"265606","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Rhodopirellula","baltica"
"125","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula","staleyi"
"1632865","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Pirellula","sp. SH-Sr6A"
"2528021","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Anatilimnocola","aggregata"
"2527968","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Aureliella","helgolandensis"
"2528009","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Pirellulimonas","nuda"
"2650471","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Lacipirellula","parvula"
"2528024","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Lacipirellula","limnantheis"
"2528022","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Botrimarina","mediterranea"
"1400387","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Bythopirellula","goksoeyrii"
"2527972","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Aeoliella","mucimassa"
"1930276","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Adhaeretor","mobilis"
"1331910","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Thermoguttaceae","Thermogutta","terrifontis"
"2527978","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia","panareensis"
"122","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia","maris"
"2527964","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia","aquarii"
"2527976","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia","fumaroli"
"2527973","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia","alba"
"2527971","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia","algae"
"2605989","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia","chilikensis"
