number,value,datetime_start,datetime_complete,duration,params_algorithm,params_filter_criteria,params_filter_threshold,params_k,state
370,0.2168554712586904,2024-12-18 23:42:36.721753,2024-12-18 23:42:37.182290,0 days 00:00:00.460537,kmeans,presence,120,3,COMPLETE
371,0.16370383553312226,2024-12-18 23:42:37.183598,2024-12-18 23:42:37.650391,0 days 00:00:00.466793,kmeans,presence,115,4,COMPLETE
372,0.18164173724817267,2024-12-18 23:42:37.651841,2024-12-18 23:42:38.130300,0 days 00:00:00.478459,kmeans,presence,115,9,COMPLETE
373,0.13089807636858009,2024-12-18 23:42:38.131663,2024-12-18 23:42:38.653678,0 days 00:00:00.522015,kmeans,presence,100,7,COMPLETE
374,0.28619339613141787,2024-12-18 23:42:38.655154,2024-12-18 23:42:39.090324,0 days 00:00:00.435170,kmeans,presence,120,9,COMPLETE
375,0.20107256998053535,2024-12-18 23:42:39.091773,2024-12-18 23:42:39.525349,0 days 00:00:00.433576,kmeans,presence,120,9,COMPLETE
376,0.17066638664989794,2024-12-18 23:42:39.527067,2024-12-18 23:42:39.963186,0 days 00:00:00.436119,kmeans,presence,120,9,COMPLETE
377,0.14333222293348793,2024-12-18 23:42:39.964690,2024-12-18 23:42:40.435538,0 days 00:00:00.470848,kmeans,presence,115,9,COMPLETE
378,0.20226418178464114,2024-12-18 23:42:40.436671,2024-12-18 23:42:40.870240,0 days 00:00:00.433569,kmeans,presence,120,9,COMPLETE
379,0.13538094642803436,2024-12-18 23:42:40.871704,2024-12-18 23:42:41.314324,0 days 00:00:00.442620,kmeans,presence,120,9,COMPLETE
380,0.27127583864623817,2024-12-18 23:42:41.315750,2024-12-18 23:42:41.750011,0 days 00:00:00.434261,kmeans,presence,120,9,COMPLETE
381,0.1907389458780265,2024-12-18 23:42:41.751499,2024-12-18 23:42:42.185888,0 days 00:00:00.434389,kmeans,presence,120,9,COMPLETE
382,0.1791661327106441,2024-12-18 23:42:42.187364,2024-12-18 23:42:42.632525,0 days 00:00:00.445161,kmeans,presence,120,9,COMPLETE
383,0.29482541146301894,2024-12-18 23:42:42.633925,2024-12-18 23:42:43.081307,0 days 00:00:00.447382,kmeans,presence,120,9,COMPLETE
384,0.13606814823075788,2024-12-18 23:42:43.082666,2024-12-18 23:42:43.520622,0 days 00:00:00.437956,kmeans,presence,120,9,COMPLETE
385,0.1746429073645487,2024-12-18 23:42:43.522037,2024-12-18 23:42:43.964648,0 days 00:00:00.442611,kmeans,presence,120,9,COMPLETE
386,0.14124532169552825,2024-12-18 23:42:43.966127,2024-12-18 23:42:44.394390,0 days 00:00:00.428263,kmeans,presence,120,9,COMPLETE
387,0.2538704474488074,2024-12-18 23:42:44.395839,2024-12-18 23:42:44.862359,0 days 00:00:00.466520,kmeans,presence,115,9,COMPLETE
388,0.19016485372296407,2024-12-18 23:42:44.863506,2024-12-18 23:42:45.331826,0 days 00:00:00.468320,kmeans,presence,115,9,COMPLETE
389,0.19133051981808688,2024-12-18 23:42:45.333282,2024-12-18 23:42:45.779640,0 days 00:00:00.446358,kmeans,presence,120,9,COMPLETE
390,0.19238302230571516,2024-12-18 23:42:45.780782,2024-12-18 23:42:46.246828,0 days 00:00:00.466046,kmeans,presence,115,9,COMPLETE
391,0.19397895437547896,2024-12-18 23:42:46.248316,2024-12-18 23:42:46.713262,0 days 00:00:00.464946,kmeans,presence,115,9,COMPLETE
392,0.24643896595326775,2024-12-18 23:42:46.714715,2024-12-18 23:42:47.140674,0 days 00:00:00.425959,kmeans,presence,120,9,COMPLETE
393,0.17987970047261845,2024-12-18 23:42:47.142141,2024-12-18 23:42:47.624026,0 days 00:00:00.481885,kmeans,presence,115,9,COMPLETE
394,0.19175630854488582,2024-12-18 23:42:47.625430,2024-12-18 23:42:48.122112,0 days 00:00:00.496682,kmeans,presence,110,9,COMPLETE
395,0.16766664843115062,2024-12-18 23:42:48.123448,2024-12-18 23:42:48.574918,0 days 00:00:00.451470,kmeans,presence,120,9,COMPLETE
396,0.17989083153233643,2024-12-18 23:42:48.576271,2024-12-18 23:42:49.067532,0 days 00:00:00.491261,kmeans,presence,110,9,COMPLETE
397,0.20691764137513657,2024-12-18 23:42:49.068988,2024-12-18 23:42:49.542148,0 days 00:00:00.473160,kmeans,presence,115,9,COMPLETE
398,0.13324211296005103,2024-12-18 23:42:49.543600,2024-12-18 23:42:49.983965,0 days 00:00:00.440365,kmeans,presence,120,9,COMPLETE
399,0.16251418340801788,2024-12-18 23:42:49.985435,2024-12-18 23:42:50.468650,0 days 00:00:00.483215,kmeans,presence,115,9,COMPLETE
400,0.2677500064268728,2024-12-18 23:42:50.469816,2024-12-18 23:42:50.899446,0 days 00:00:00.429630,kmeans,presence,120,9,COMPLETE
401,0.23198045816953147,2024-12-18 23:42:50.900909,2024-12-18 23:42:51.354649,0 days 00:00:00.453740,kmeans,presence,120,9,COMPLETE
402,0.1699652904612979,2024-12-18 23:42:51.356116,2024-12-18 23:42:51.852705,0 days 00:00:00.496589,kmeans,presence,110,9,COMPLETE
403,0.23381911590165502,2024-12-18 23:42:51.854191,2024-12-18 23:42:52.319175,0 days 00:00:00.464984,kmeans,presence,115,9,COMPLETE
404,0.19482929250031514,2024-12-18 23:42:52.320623,2024-12-18 23:42:52.763167,0 days 00:00:00.442544,kmeans,presence,120,9,COMPLETE
405,0.10438543409985573,2024-12-18 23:42:52.764485,2024-12-18 23:42:53.296904,0 days 00:00:00.532419,kmeans,presence,95,9,COMPLETE
406,0.19137936620323268,2024-12-18 23:42:53.298417,2024-12-18 23:42:53.781040,0 days 00:00:00.482623,kmeans,presence,115,9,COMPLETE
407,0.17093025384066265,2024-12-18 23:42:53.782248,2024-12-18 23:42:54.380387,0 days 00:00:00.598139,kmeans,presence,55,10,COMPLETE
408,0.15281023582747258,2024-12-18 23:42:54.381858,2024-12-18 23:42:54.875719,0 days 00:00:00.493861,kmeans,presence,105,8,COMPLETE
409,0.19904613276100258,2024-12-18 23:42:54.877216,2024-12-18 23:42:55.406455,0 days 00:00:00.529239,kmeans,presence,100,9,COMPLETE
410,0.18994300772505276,2024-12-18 23:42:55.407945,2024-12-18 23:42:55.842691,0 days 00:00:00.434746,kmeans,presence,120,3,COMPLETE
411,0.16093102383217908,2024-12-18 23:42:55.844108,2024-12-18 23:42:56.346632,0 days 00:00:00.502524,kmeans,presence,110,9,COMPLETE
412,0.22264370444081405,2024-12-18 23:42:56.348052,2024-12-18 23:42:56.815607,0 days 00:00:00.467555,kmeans,presence,115,9,COMPLETE
413,0.15115746995966875,2024-12-18 23:42:56.816959,2024-12-18 23:42:57.389270,0 days 00:00:00.572311,kmeans,presence,60,5,COMPLETE
414,0.17619554675772262,2024-12-18 23:42:57.390812,2024-12-18 23:42:57.957406,0 days 00:00:00.566594,kmeans,presence,95,10,COMPLETE
415,0.13555489315602118,2024-12-18 23:42:57.958735,2024-12-18 23:42:58.403571,0 days 00:00:00.444836,kmeans,presence,120,9,COMPLETE
416,0.22845263831402263,2024-12-18 23:42:58.405046,2024-12-18 23:42:58.930827,0 days 00:00:00.525781,kmeans,presence,100,8,COMPLETE
417,0.1877899411032559,2024-12-18 23:42:58.932195,2024-12-18 23:42:59.416811,0 days 00:00:00.484616,kmeans,presence,115,4,COMPLETE
418,0.19719165840649747,2024-12-18 23:42:59.417883,2024-12-18 23:42:59.867641,0 days 00:00:00.449758,kmeans,presence,120,9,COMPLETE
419,0.1115485602106238,2024-12-18 23:42:59.868739,2024-12-18 23:43:00.351494,0 days 00:00:00.482755,kmeans,presence,110,9,COMPLETE
420,0.21461460740177873,2024-12-18 23:43:00.352607,2024-12-18 23:43:00.798436,0 days 00:00:00.445829,kmeans,presence,120,9,COMPLETE
421,0.12845086064251823,2024-12-18 23:43:00.799554,2024-12-18 23:43:01.337176,0 days 00:00:00.537622,kmeans,presence,95,3,COMPLETE
422,0.19175622085371394,2024-12-18 23:43:01.338294,2024-12-18 23:43:01.924324,0 days 00:00:00.586030,kmeans,presence,65,8,COMPLETE
423,0.1347611834574125,2024-12-18 23:43:01.925502,2024-12-18 23:43:02.444081,0 days 00:00:00.518579,kmeans,presence,105,5,COMPLETE
424,0.13009850777019744,2024-12-18 23:43:02.445207,2024-12-18 23:43:02.907474,0 days 00:00:00.462267,kmeans,presence,115,9,COMPLETE
425,0.15513260766564554,2024-12-18 23:43:02.908587,2024-12-18 23:43:03.441170,0 days 00:00:00.532583,kmeans,presence,100,9,COMPLETE
426,0.12005725544625206,2024-12-18 23:43:03.442330,2024-12-18 23:43:03.931525,0 days 00:00:00.489195,kmeans,presence,115,10,COMPLETE
427,0.14265504646186225,2024-12-18 23:43:03.932966,2024-12-18 23:43:04.380170,0 days 00:00:00.447204,kmeans,presence,120,9,COMPLETE
428,0.13057889312417156,2024-12-18 23:43:04.381648,2024-12-18 23:43:04.939286,0 days 00:00:00.557638,kmeans,presence,65,9,COMPLETE
429,0.15248511489119712,2024-12-18 23:43:04.940659,2024-12-18 23:43:05.420169,0 days 00:00:00.479510,kmeans,presence,120,9,COMPLETE
430,0.13609386001570525,2024-12-18 23:43:05.421637,2024-12-18 23:43:05.928909,0 days 00:00:00.507272,kmeans,presence,105,9,COMPLETE
431,0.23128532415816738,2024-12-18 23:43:05.930352,2024-12-18 23:43:06.462259,0 days 00:00:00.531907,kmeans,presence,95,8,COMPLETE
432,0.2182520643969966,2024-12-18 23:43:06.463703,2024-12-18 23:43:06.944313,0 days 00:00:00.480610,kmeans,presence,115,3,COMPLETE
433,0.13658652875137411,2024-12-18 23:43:06.945638,2024-12-18 23:43:07.465679,0 days 00:00:00.520041,kmeans,presence,110,5,COMPLETE
434,0.21149506477406446,2024-12-18 23:43:07.467163,2024-12-18 23:43:08.016684,0 days 00:00:00.549521,kmeans,presence,100,4,COMPLETE
435,0.15499852644804968,2024-12-18 23:43:08.018166,2024-12-18 23:43:08.549766,0 days 00:00:00.531600,kmeans,presence,95,2,COMPLETE
436,0.16711557203293023,2024-12-18 23:43:08.551268,2024-12-18 23:43:08.994447,0 days 00:00:00.443179,kmeans,presence,120,8,COMPLETE
437,0.1589313852582939,2024-12-18 23:43:08.995890,2024-12-18 23:43:09.469426,0 days 00:00:00.473536,kmeans,presence,115,9,COMPLETE
438,0.13832446259337536,2024-12-18 23:43:09.470892,2024-12-18 23:43:10.026819,0 days 00:00:00.555927,kmeans,presence,70,9,COMPLETE
439,0.18154570277600035,2024-12-18 23:43:10.028288,2024-12-18 23:43:10.459672,0 days 00:00:00.431384,kmeans,presence,120,9,COMPLETE
440,0.2234658371913226,2024-12-18 23:43:10.460809,2024-12-18 23:43:10.927844,0 days 00:00:00.467035,kmeans,presence,115,9,COMPLETE
441,0.1938264431965818,2024-12-18 23:43:10.929215,2024-12-18 23:43:11.439025,0 days 00:00:00.509810,kmeans,presence,105,10,COMPLETE
442,0.14954746708317646,2024-12-18 23:43:11.440298,2024-12-18 23:43:11.985008,0 days 00:00:00.544710,kmeans,presence,95,4,COMPLETE
443,0.18144555975146515,2024-12-18 23:43:11.986072,2024-12-18 23:43:12.426123,0 days 00:00:00.440051,kmeans,presence,120,9,COMPLETE
444,0.22972431714986885,2024-12-18 23:43:12.427398,2024-12-18 23:43:12.993172,0 days 00:00:00.565774,kmeans,presence,60,9,COMPLETE
445,0.1871264265768592,2024-12-18 23:43:12.994335,2024-12-18 23:43:13.505551,0 days 00:00:00.511216,kmeans,presence,110,5,COMPLETE
446,0.2024844086520784,2024-12-18 23:43:13.507058,2024-12-18 23:43:14.039646,0 days 00:00:00.532588,kmeans,presence,100,8,COMPLETE
447,0.2517089376346539,2024-12-18 23:43:14.041028,2024-12-18 23:43:14.474899,0 days 00:00:00.433871,kmeans,presence,120,9,COMPLETE
448,0.1402013006585822,2024-12-18 23:43:14.476396,2024-12-18 23:43:14.914699,0 days 00:00:00.438303,kmeans,presence,120,9,COMPLETE
449,0.1914370527289074,2024-12-18 23:43:14.916167,2024-12-18 23:43:15.394750,0 days 00:00:00.478583,kmeans,presence,115,3,COMPLETE
450,0.23163439126185922,2024-12-18 23:43:15.396259,2024-12-18 23:43:15.830330,0 days 00:00:00.434071,kmeans,presence,120,10,COMPLETE
451,0.13747832172203608,2024-12-18 23:43:15.831684,2024-12-18 23:43:16.302057,0 days 00:00:00.470373,kmeans,presence,115,6,COMPLETE
452,0.21729061251551116,2024-12-18 23:43:16.303487,2024-12-18 23:43:16.745361,0 days 00:00:00.441874,kmeans,presence,120,2,COMPLETE
453,0.24441627561064205,2024-12-18 23:43:16.746942,2024-12-18 23:43:17.231788,0 days 00:00:00.484846,kmeans,presence,115,9,COMPLETE
454,0.2230950868503502,2024-12-18 23:43:17.233274,2024-12-18 23:43:17.668653,0 days 00:00:00.435379,kmeans,presence,120,9,COMPLETE
455,0.25324399263023173,2024-12-18 23:43:17.669790,2024-12-18 23:43:18.146837,0 days 00:00:00.477047,kmeans,presence,115,9,COMPLETE
456,0.20699580830941122,2024-12-18 23:43:18.147912,2024-12-18 23:43:18.624365,0 days 00:00:00.476453,kmeans,presence,110,9,COMPLETE
457,0.2875269508637557,2024-12-18 23:43:18.625788,2024-12-18 23:43:19.091033,0 days 00:00:00.465245,kmeans,presence,115,9,COMPLETE
458,0.16673460977917554,2024-12-18 23:43:19.092418,2024-12-18 23:43:19.600025,0 days 00:00:00.507607,kmeans,presence,110,10,COMPLETE
459,0.12723148754834154,2024-12-18 23:43:19.601411,2024-12-18 23:43:20.142866,0 days 00:00:00.541455,kmeans,presence,90,3,COMPLETE
460,0.21785785290797624,2024-12-18 23:43:20.144322,2024-12-18 23:43:20.623953,0 days 00:00:00.479631,kmeans,presence,115,6,COMPLETE
461,0.12391061229461904,2024-12-18 23:43:20.625515,2024-12-18 23:43:21.227942,0 days 00:00:00.602427,kmeans,presence,50,8,COMPLETE
462,0.16237225446851536,2024-12-18 23:43:21.229344,2024-12-18 23:43:21.744643,0 days 00:00:00.515299,kmeans,presence,95,9,COMPLETE
463,0.21786196436578595,2024-12-18 23:43:21.746104,2024-12-18 23:43:22.264316,0 days 00:00:00.518212,kmeans,presence,100,4,COMPLETE
464,0.2632132166330224,2024-12-18 23:43:22.265818,2024-12-18 23:43:22.728725,0 days 00:00:00.462907,kmeans,presence,115,9,COMPLETE
465,0.1394094345457334,2024-12-18 23:43:22.730224,2024-12-18 23:43:23.229030,0 days 00:00:00.498806,kmeans,presence,110,9,COMPLETE
466,0.20266371484677073,2024-12-18 23:43:23.230275,2024-12-18 23:43:23.692624,0 days 00:00:00.462349,kmeans,presence,115,6,COMPLETE
467,0.18646859369918786,2024-12-18 23:43:23.694121,2024-12-18 23:43:24.336993,0 days 00:00:00.642872,kmeans,presence,15,9,COMPLETE
468,0.15859376977203876,2024-12-18 23:43:24.338449,2024-12-18 23:43:24.879828,0 days 00:00:00.541379,kmeans,presence,100,8,COMPLETE
469,0.15001301898827846,2024-12-18 23:43:24.881255,2024-12-18 23:43:25.382729,0 days 00:00:00.501474,kmeans,presence,105,9,COMPLETE
470,0.23541801932447584,2024-12-18 23:43:25.384127,2024-12-18 23:43:25.885415,0 days 00:00:00.501288,kmeans,presence,105,10,COMPLETE
471,0.22171833408567587,2024-12-18 23:43:25.886913,2024-12-18 23:43:26.414799,0 days 00:00:00.527886,kmeans,presence,95,8,COMPLETE
472,0.2153311641690021,2024-12-18 23:43:26.415958,2024-12-18 23:43:26.952803,0 days 00:00:00.536845,kmeans,presence,90,2,COMPLETE
473,0.15401471097030425,2024-12-18 23:43:26.954318,2024-12-18 23:43:27.391210,0 days 00:00:00.436892,kmeans,presence,120,3,COMPLETE
474,0.13636439598353503,2024-12-18 23:43:27.392699,2024-12-18 23:43:27.868182,0 days 00:00:00.475483,kmeans,presence,115,9,COMPLETE
475,0.1690978756672191,2024-12-18 23:43:27.869570,2024-12-18 23:43:28.362112,0 days 00:00:00.492542,kmeans,presence,120,9,COMPLETE
476,0.24195422849046055,2024-12-18 23:43:28.363747,2024-12-18 23:43:28.912482,0 days 00:00:00.548735,kmeans,presence,90,9,COMPLETE
477,0.17623114340720092,2024-12-18 23:43:28.913929,2024-12-18 23:43:29.540138,0 days 00:00:00.626209,kmeans,presence,25,4,COMPLETE
478,0.19920158570697075,2024-12-18 23:43:29.541599,2024-12-18 23:43:30.149882,0 days 00:00:00.608283,kmeans,presence,30,9,COMPLETE
479,0.15445975976591805,2024-12-18 23:43:30.151041,2024-12-18 23:43:30.663979,0 days 00:00:00.512938,kmeans,presence,110,9,COMPLETE
480,0.15164833162500255,2024-12-18 23:43:30.665368,2024-12-18 23:43:31.164959,0 days 00:00:00.499591,kmeans,presence,115,7,COMPLETE
481,0.19592558768970006,2024-12-18 23:43:31.166105,2024-12-18 23:43:31.608833,0 days 00:00:00.442728,kmeans,presence,120,9,COMPLETE
482,0.22232936812646006,2024-12-18 23:43:31.610358,2024-12-18 23:43:32.205842,0 days 00:00:00.595484,kmeans,presence,55,6,COMPLETE
483,0.16049584330032604,2024-12-18 23:43:32.207210,2024-12-18 23:43:32.734730,0 days 00:00:00.527520,kmeans,presence,95,9,COMPLETE
484,0.16701697905124044,2024-12-18 23:43:32.736158,2024-12-18 23:43:33.277067,0 days 00:00:00.540909,kmeans,presence,100,6,COMPLETE
485,0.16617964786750816,2024-12-18 23:43:33.278555,2024-12-18 23:43:33.760510,0 days 00:00:00.481955,kmeans,presence,115,7,COMPLETE
486,0.2746509410834223,2024-12-18 23:43:33.761943,2024-12-18 23:43:34.258719,0 days 00:00:00.496776,kmeans,presence,110,10,COMPLETE
487,0.22043924662622763,2024-12-18 23:43:34.260206,2024-12-18 23:43:34.769376,0 days 00:00:00.509170,kmeans,presence,105,10,COMPLETE
488,0.16459959476302333,2024-12-18 23:43:34.770866,2024-12-18 23:43:35.240148,0 days 00:00:00.469282,kmeans,presence,115,10,COMPLETE
489,0.23457158732835168,2024-12-18 23:43:35.241579,2024-12-18 23:43:35.747654,0 days 00:00:00.506075,kmeans,presence,110,10,COMPLETE
490,0.11889509461803344,2024-12-18 23:43:35.749339,2024-12-18 23:43:36.234297,0 days 00:00:00.484958,kmeans,presence,110,9,COMPLETE
491,0.17437411409780812,2024-12-18 23:43:36.235708,2024-12-18 23:43:36.716516,0 days 00:00:00.480808,kmeans,presence,110,9,COMPLETE
492,0.2795948099777262,2024-12-18 23:43:36.717991,2024-12-18 23:43:37.204989,0 days 00:00:00.486998,kmeans,presence,110,10,COMPLETE
493,0.15020999769500257,2024-12-18 23:43:37.206327,2024-12-18 23:43:37.747395,0 days 00:00:00.541068,kmeans,presence,110,10,COMPLETE
494,0.15816024047121838,2024-12-18 23:43:37.748472,2024-12-18 23:43:38.248797,0 days 00:00:00.500325,kmeans,presence,110,10,COMPLETE
495,0.09702988911436772,2024-12-18 23:43:38.250284,2024-12-18 23:43:38.768005,0 days 00:00:00.517721,kmeans,presence,105,10,COMPLETE
496,0.13742170546116034,2024-12-18 23:43:38.769347,2024-12-18 23:43:39.232025,0 days 00:00:00.462678,kmeans,presence,115,10,COMPLETE
497,0.10943680320670462,2024-12-18 23:43:39.233505,2024-12-18 23:43:39.740506,0 days 00:00:00.507001,kmeans,presence,110,10,COMPLETE
498,0.21943944250164424,2024-12-18 23:43:39.742007,2024-12-18 23:43:40.235093,0 days 00:00:00.493086,kmeans,presence,115,10,COMPLETE
499,0.18328401976163575,2024-12-18 23:43:40.236601,2024-12-18 23:43:40.725945,0 days 00:00:00.489344,kmeans,presence,110,10,COMPLETE
500,0.18906328376188442,2024-12-18 23:43:40.727448,2024-12-18 23:43:41.181018,0 days 00:00:00.453570,kmeans,presence,120,10,COMPLETE
501,0.12472933732138773,2024-12-18 23:43:41.182719,2024-12-18 23:43:41.621520,0 days 00:00:00.438801,kmeans,presence,120,10,COMPLETE
502,0.23682017515614448,2024-12-18 23:43:41.622976,2024-12-18 23:43:42.120595,0 days 00:00:00.497619,kmeans,presence,110,10,COMPLETE
503,0.16398962880834408,2024-12-18 23:43:42.122074,2024-12-18 23:43:42.618356,0 days 00:00:00.496282,kmeans,presence,115,10,COMPLETE
504,0.19101461409791587,2024-12-18 23:43:42.619933,2024-12-18 23:43:43.131402,0 days 00:00:00.511469,kmeans,presence,105,10,COMPLETE
505,0.19659348552329783,2024-12-18 23:43:43.132778,2024-12-18 23:43:43.608600,0 days 00:00:00.475822,kmeans,presence,115,10,COMPLETE
506,0.14196454104601025,2024-12-18 23:43:43.610087,2024-12-18 23:43:44.258775,0 days 00:00:00.648688,kmeans,presence,15,10,COMPLETE
507,0.10123210608861381,2024-12-18 23:43:44.259927,2024-12-18 23:43:45.088192,0 days 00:00:00.828265,kmeans,presence,0,8,COMPLETE
508,0.16449704770680748,2024-12-18 23:43:45.089684,2024-12-18 23:43:45.709319,0 days 00:00:00.619635,kmeans,presence,30,7,COMPLETE
509,0.1789344668370171,2024-12-18 23:43:45.710723,2024-12-18 23:43:46.151629,0 days 00:00:00.440906,kmeans,presence,120,10,COMPLETE
510,0.188889896699597,2024-12-18 23:43:46.153080,2024-12-18 23:43:46.638809,0 days 00:00:00.485729,kmeans,presence,110,7,COMPLETE
511,0.19799984307195662,2024-12-18 23:43:46.640315,2024-12-18 23:43:47.124591,0 days 00:00:00.484276,kmeans,presence,115,6,COMPLETE
512,0.3283558821280748,2024-12-18 23:43:47.126099,2024-12-18 23:43:47.559223,0 days 00:00:00.433124,kmeans,presence,120,10,COMPLETE
513,0.14584361434759055,2024-12-18 23:43:47.560465,2024-12-18 23:43:48.009213,0 days 00:00:00.448748,kmeans,presence,120,10,COMPLETE
514,0.19964273755946627,2024-12-18 23:43:48.010499,2024-12-18 23:43:48.462900,0 days 00:00:00.452401,kmeans,presence,120,10,COMPLETE
515,0.27313182899679733,2024-12-18 23:43:48.464562,2024-12-18 23:43:48.912846,0 days 00:00:00.448284,kmeans,presence,120,10,COMPLETE
516,0.19093583120707738,2024-12-18 23:43:48.914212,2024-12-18 23:43:49.360512,0 days 00:00:00.446300,kmeans,presence,120,10,COMPLETE
517,0.16375949270828416,2024-12-18 23:43:49.361641,2024-12-18 23:43:49.805293,0 days 00:00:00.443652,kmeans,presence,120,10,COMPLETE
518,0.16539172533200408,2024-12-18 23:43:49.806795,2024-12-18 23:43:50.252927,0 days 00:00:00.446132,kmeans,presence,120,10,COMPLETE
519,0.16378694627814058,2024-12-18 23:43:50.254162,2024-12-18 23:43:50.687131,0 days 00:00:00.432969,kmeans,presence,120,10,COMPLETE
520,0.22437133947039242,2024-12-18 23:43:50.688611,2024-12-18 23:43:51.134524,0 days 00:00:00.445913,kmeans,presence,120,10,COMPLETE
521,0.15218264279267638,2024-12-18 23:43:51.136155,2024-12-18 23:43:51.576231,0 days 00:00:00.440076,kmeans,presence,120,10,COMPLETE
522,0.3271910576282601,2024-12-18 23:43:51.577408,2024-12-18 23:43:52.055463,0 days 00:00:00.478055,kmeans,presence,115,10,COMPLETE
523,0.18726709463362443,2024-12-18 23:43:52.056977,2024-12-18 23:43:52.520815,0 days 00:00:00.463838,kmeans,presence,115,10,COMPLETE
524,0.1908688141555387,2024-12-18 23:43:52.522333,2024-12-18 23:43:52.980359,0 days 00:00:00.458026,kmeans,presence,115,10,COMPLETE
525,0.22525400805572626,2024-12-18 23:43:52.981471,2024-12-18 23:43:53.453814,0 days 00:00:00.472343,kmeans,presence,115,10,COMPLETE
526,0.2387262135456074,2024-12-18 23:43:53.455321,2024-12-18 23:43:53.884044,0 days 00:00:00.428723,kmeans,presence,120,10,COMPLETE
527,0.21528047579427648,2024-12-18 23:43:53.885571,2024-12-18 23:43:54.349986,0 days 00:00:00.464415,kmeans,presence,115,10,COMPLETE
528,0.16124257570448583,2024-12-18 23:43:54.351630,2024-12-18 23:43:54.846195,0 days 00:00:00.494565,kmeans,presence,115,10,COMPLETE
529,0.1667454437929884,2024-12-18 23:43:54.847525,2024-12-18 23:43:55.287219,0 days 00:00:00.439694,kmeans,presence,120,10,COMPLETE
530,0.20627601398607473,2024-12-18 23:43:55.288727,2024-12-18 23:43:55.899970,0 days 00:00:00.611243,kmeans,presence,20,10,COMPLETE
531,0.2019081941615867,2024-12-18 23:43:55.901468,2024-12-18 23:43:56.349378,0 days 00:00:00.447910,kmeans,presence,120,10,COMPLETE
532,0.1923035896208758,2024-12-18 23:43:56.350870,2024-12-18 23:43:56.970883,0 days 00:00:00.620013,kmeans,presence,25,10,COMPLETE
533,0.13375738936165404,2024-12-18 23:43:56.972510,2024-12-18 23:43:57.409623,0 days 00:00:00.437113,kmeans,presence,120,10,COMPLETE
534,0.21057446622081147,2024-12-18 23:43:57.411149,2024-12-18 23:43:57.893625,0 days 00:00:00.482476,kmeans,presence,110,10,COMPLETE
535,0.20346349963494773,2024-12-18 23:43:57.895142,2024-12-18 23:43:58.350195,0 days 00:00:00.455053,kmeans,presence,115,10,COMPLETE
536,0.1912862331707986,2024-12-18 23:43:58.351366,2024-12-18 23:43:58.807156,0 days 00:00:00.455790,kmeans,presence,115,10,COMPLETE
537,0.19715412714962474,2024-12-18 23:43:58.808612,2024-12-18 23:43:59.404464,0 days 00:00:00.595852,kmeans,presence,35,10,COMPLETE
538,0.1150300728174543,2024-12-18 23:43:59.405818,2024-12-18 23:43:59.851100,0 days 00:00:00.445282,kmeans,presence,120,10,COMPLETE
539,0.19500107668347377,2024-12-18 23:43:59.852616,2024-12-18 23:44:00.347603,0 days 00:00:00.494987,kmeans,presence,110,10,COMPLETE
540,0.15092111515883475,2024-12-18 23:44:00.349051,2024-12-18 23:44:00.989639,0 days 00:00:00.640588,kmeans,presence,30,7,COMPLETE
541,0.15290099892146813,2024-12-18 23:44:00.990811,2024-12-18 23:44:01.476130,0 days 00:00:00.485319,kmeans,presence,115,10,COMPLETE
542,0.2843303823133653,2024-12-18 23:44:01.477422,2024-12-18 23:44:01.954033,0 days 00:00:00.476611,kmeans,presence,115,10,COMPLETE
543,0.28631941357453883,2024-12-18 23:44:01.955567,2024-12-18 23:44:02.453604,0 days 00:00:00.498037,kmeans,presence,110,10,COMPLETE
544,0.13560993220164588,2024-12-18 23:44:02.455206,2024-12-18 23:44:02.944389,0 days 00:00:00.489183,kmeans,presence,110,10,COMPLETE
545,0.1505394978366601,2024-12-18 23:44:02.946176,2024-12-18 23:44:03.437875,0 days 00:00:00.491699,kmeans,presence,110,10,COMPLETE
546,0.11154144106092061,2024-12-18 23:44:03.439274,2024-12-18 23:44:03.930124,0 days 00:00:00.490850,kmeans,presence,110,10,COMPLETE
547,0.1421196039205196,2024-12-18 23:44:03.931627,2024-12-18 23:44:04.417427,0 days 00:00:00.485800,kmeans,presence,115,10,COMPLETE
548,0.1738570350423001,2024-12-18 23:44:04.418529,2024-12-18 23:44:04.926156,0 days 00:00:00.507627,kmeans,presence,110,10,COMPLETE
549,0.2815589001608549,2024-12-18 23:44:04.927548,2024-12-18 23:44:05.400717,0 days 00:00:00.473169,kmeans,presence,115,10,COMPLETE
550,0.14071630368988047,2024-12-18 23:44:05.402145,2024-12-18 23:44:05.876533,0 days 00:00:00.474388,kmeans,presence,115,10,COMPLETE
551,0.104637701194492,2024-12-18 23:44:05.878024,2024-12-18 23:44:06.481337,0 days 00:00:00.603313,kmeans,presence,50,10,COMPLETE
552,0.18798975925519512,2024-12-18 23:44:06.482851,2024-12-18 23:44:06.978659,0 days 00:00:00.495808,kmeans,presence,110,10,COMPLETE
553,0.2756177576183154,2024-12-18 23:44:06.980081,2024-12-18 23:44:07.458355,0 days 00:00:00.478274,kmeans,presence,115,10,COMPLETE
554,0.22673252868259963,2024-12-18 23:44:07.459846,2024-12-18 23:44:07.935121,0 days 00:00:00.475275,kmeans,presence,115,10,COMPLETE
555,0.15134673970320614,2024-12-18 23:44:07.936628,2024-12-18 23:44:08.439380,0 days 00:00:00.502752,kmeans,presence,110,10,COMPLETE
