Gene	Mean_Difference	p_value	p_adj
K00384	-466.8777495940519	2.5307992863771784e-06	0.004451675944737457
K03742	-148.6639808317579	2.606394072978185e-06	0.004584647174368627
K07001	-205.46181401222572	2.905311268243618e-06	0.005110442520840524
K03980	49.8135610192639	2.9075540995038414e-06	0.005114387661027257
K00800	453.21080686777975	2.914598986119721e-06	0.005126779616584589
K12257	-269.6553781684117	2.9485329958938774e-06	0.0051864695397773304
K03387	234.98898907321365	2.961212495242275e-06	0.005208772779131162
K05823	323.0764978039637	3.023526344853083e-06	0.005318382840596573
K02379	141.993504985014	3.0605910687050005e-06	0.005383579689852096
K07171	-611.8725571762045	3.1131896232009775e-06	0.005476100547210519
K03307	-193.32778850018252	3.155875542849444e-06	0.005551185079872172
K00097	-197.40573817347394	3.4158322862524836e-06	0.006008448991518119
K09698	494.4043792481682	3.425614850108141e-06	0.00602565652134022
K01776	462.2936614046621	3.4664944673108383e-06	0.006097563767999765
K01719	-183.77001145662314	3.514722758058299e-06	0.006182397331424548
K00058	169.94563342544876	3.5708829643206244e-06	0.006281183134239979
K01753	-121.47137650160832	3.6250133636567405e-06	0.006376398506672207
K07124	362.6773566455039	3.754586296805927e-06	0.0066043172960816255
K02761	358.61057768097174	3.7933758899000132e-06	0.006672548190334123
K07726	-351.34939602895565	3.796633485650408e-06	0.006678278301259067
K02416	-265.021583690496	3.8062466508629615e-06	0.006695187858867949
K07813	-529.4015919860644	3.810004693585178e-06	0.006701798256016328
K09777	-546.6622616627224	3.834632222784064e-06	0.00674511807987717
K01008	-352.3764432927545	3.8356959208034895e-06	0.006746989124693338
K09825	-278.2370489425298	3.9356653479551855e-06	0.006922835347053171
K03629	-598.8555739942788	3.9861522555599635e-06	0.007011641817529976
K02835	-622.5080005078698	4.118805374641876e-06	0.00724497865399506
K01179	-403.02072585410275	4.163327711393596e-06	0.007323293444341335
K04720	-152.29211409409052	4.22584124024308e-06	0.007433254741587577
K01035	-53.494565227617976	4.302995711870874e-06	0.007568969457180867
K01895	-462.64579023165913	4.444484099793921e-06	0.007817847531537508
K00768	-216.05997155508678	4.517291249197094e-06	0.00794591530733769
K05881	174.44806186632542	4.664889456573262e-06	0.008205540554112368
K04654	-139.93632890251294	4.873023163916571e-06	0.008571647745329248
K07402	-295.56859201953125	4.933079354673048e-06	0.008677286584869891
K02825	434.55023347558466	5.007569011694384e-06	0.008808313891570422
K15460	-227.27486892328167	5.02648673534634e-06	0.008841590167474211
K01611	-156.41878716635085	5.1372922030118615e-06	0.009036496985097864
K01205	-226.2501752161112	5.17506416241331e-06	0.009102937861685012
K09769	-212.47568378382024	5.3894390652207446e-06	0.00948002331572329
K11733	97.11140239920202	5.5353811196918025e-06	0.009736735389537881
K02045	-433.449462914024	5.648387883430594e-06	0.009935514286954415
K02501	-547.3510282661341	5.649615908368989e-06	0.009937674382821051
K02600	472.0699465882195	5.968030693684721e-06	0.010497765990191425
K06518	95.29991924700376	5.971650067219492e-06	0.010504132468239086
K16924	289.12702161597014	6.090948362788789e-06	0.01071397817014548
K07814	46.63953359928139	6.229289134560527e-06	0.010957319587691966
K01491	-538.858326002663	6.324475830738601e-06	0.011124752986269198
K15580	769.6438055180572	6.335664538733142e-06	0.011144433923631597
K19002	344.0607755347334	6.613418068811633e-06	0.011633002383039662
K07238	302.5980564494845	6.750306154338914e-06	0.011873788525482149
K00561	-610.9699784593766	6.7518675512135855e-06	0.011876535022584697
K02426	-348.98124842394526	6.8562454450351765e-06	0.012060135737816875
K00041	-404.3179478477723	6.9329682155221526e-06	0.012195091091103467
K07307	108.7560337341916	7.011930278643494e-06	0.012333985360133906
K00060	-83.47506913305222	7.153828976649349e-06	0.012583585169926205
K01734	-277.17601118281755	7.18701125928542e-06	0.012641952805083054
K01627	187.11973662150316	7.205790992641258e-06	0.012674986356055974
K03559	-253.56023214869523	7.385540072582336e-06	0.012991164987672329
K00145	-571.0200900493751	7.557106231208076e-06	0.013292949860695005
K02109	540.8997011778474	7.5681497322595555e-06	0.013312375379044557
K01770	-531.1597278122351	7.73309713371069e-06	0.013602517858197105
K06403	-291.32616020405055	8.026485762748348e-06	0.014118588456674346
K07095	-313.05210583875004	8.14587618070721e-06	0.014328596201863983
K03100	684.3423589812655	8.358241696769888e-06	0.014702147144618233
K18889	-250.42730847560765	8.591279588629424e-06	0.015112060796399157
K03074	74.90970586019978	8.618292742973865e-06	0.015159576934891028
K03110	323.4251654701986	9.098513226149125e-06	0.01600428476479631
K00053	-520.2175153544865	9.174242742998725e-06	0.01613749298493476
K06183	-239.76189516024854	9.451704914934157e-06	0.016625548945369183
K00788	-353.15820504010264	9.765512830370967e-06	0.01717753706862253
K03189	276.39242973423984	1.0182217958739324e-05	0.017910521389422472
K01785	-168.15996280812374	1.0394245148397956e-05	0.018283477216032004
K03654	-560.0990858913826	1.0663174625739976e-05	0.018756524166676617
K04029	95.84218242711961	1.068424685360644e-05	0.01879359021549373
K01571	64.20679311208623	1.115527072096505e-05	0.019622121198177522
K17716	-163.30776482572458	1.122856874250078e-05	0.01975105241805887
K02536	-372.7773648948011	1.1295963836348444e-05	0.019869600388136913
K03544	-505.86045116934383	1.1479960755792185e-05	0.020193250969438453
K02334	-63.94822471248716	1.1617349700354082e-05	0.02043491812292283
K01069	333.71513899247384	1.1907197964887878e-05	0.02094476122023778
K02003	-1353.6063592012074	1.1941911636463911e-05	0.021005822568540018
K01819	780.1491376833903	1.2175954668609642e-05	0.02141750426208436
K03210	160.73601746035945	1.2176453059950252e-05	0.021418380932452494
K01813	-327.39389987226747	1.243391489765189e-05	0.021871256304969673
K01443	105.72320482581145	1.2732603862478617e-05	0.02239665019409989
K02994	817.8909816616142	1.278708162939868e-05	0.022492476586112278
K18682	-665.5333290053627	1.3144388335211398e-05	0.02312097908163685
K00259	-367.5169984452264	1.3498514790566524e-05	0.023743887516606516
K00013	-548.1130687105942	1.3859589551102233e-05	0.02437901802038883
K03426	74.31567430312745	1.3922975887695218e-05	0.02449051458645589
K18430	-101.04247760581434	1.3926886333231153e-05	0.024497393060153597
K06213	131.20380953886405	1.4160970324976623e-05	0.02490914680163388
K03101	414.1050544499906	1.4229054216923164e-05	0.025028906367567844
K04485	-324.0815178064827	1.4866704760322092e-05	0.02615053367340656
K14260	55.32164139833941	1.5758832386555408e-05	0.027719786167950962
K08602	-278.3921908200088	1.6507027704618926e-05	0.02903586173242469
K07722	129.89054330910645	1.7087733499604165e-05	0.030057323225803727
K07216	-109.57493050519244	1.7617267212266556e-05	0.030988773026376874
K07090	123.92910323005947	1.7990625961682535e-05	0.03164551106659958
K06881	257.2922282005334	1.846410048701627e-05	0.03247835275666162
K01118	95.70868996884711	1.8482559374763642e-05	0.032510821940209246
K00336	36.71954215427109	1.8716871217312667e-05	0.03292297647125298
K00991	-490.1047839366581	1.9277205354734762e-05	0.03390860421897845
K05832	48.48428902942199	1.954474937200348e-05	0.03437921414535412
K09011	-283.8439149274238	1.968496782646522e-05	0.03462585840675232
K03617	-300.5497682388652	1.981584640935051e-05	0.03485607383404755
K00640	-557.552074148153	1.986581209505579e-05	0.034943963475203135
K03500	112.21011064064552	2.045393484360849e-05	0.035978471389907334
K01696	-502.079522445925	2.050159766153082e-05	0.03606231028663271
K03070	-577.5999225593118	2.0922804434894908e-05	0.03680321300098014
K02420	30.594631711262764	2.115947655715184e-05	0.03721951926403008
K05808	387.7034973967508	2.127626912315123e-05	0.03742495738762302
K03657	-376.07583953937933	2.1418695254597967e-05	0.037675484952837825
K05516	112.48243504439522	2.1557740303693327e-05	0.037920065194196564
K03072	-179.1299045230976	2.160249139698205e-05	0.03799878236729142
K02669	-291.4667009668608	2.176231769854125e-05	0.03827991683173406
K01926	-506.10726108830227	2.2178773447434083e-05	0.03901246249403655
K09761	-287.5832990642748	2.242932627892787e-05	0.03945318492463413
K00978	-200.53923254503127	2.2512309794417262e-05	0.03959915292837996
K10040	645.7153197640037	2.253583919202049e-05	0.03964054113876404
K00971	-139.57142853867032	2.2602090987150263e-05	0.03975707804639731
K00175	-256.5957650507705	2.3059766798330365e-05	0.04056212979826311
K03797	-386.88776210924755	2.3071577231670546e-05	0.04058290435050849
K03589	98.30723918765742	2.3211378025540025e-05	0.040828813946924905
K01662	-535.2577756224114	2.3421327484981493e-05	0.041198115046082444
K03769	119.46404600649015	2.4275287653288894e-05	0.042700230982135164
K03394	94.51959630319922	2.4561106352776043e-05	0.04320298607453306
K01255	79.11697100015061	2.46252136110387e-05	0.04331575074181707
K01756	-635.3379916164231	2.573909188518009e-05	0.04527506262603178
K00170	152.69899018671723	2.5947076032405456e-05	0.0456409067410012
K00169	122.88467503223758	2.648441321645522e-05	0.04658608284774473
K06187	-548.2443558847945	2.6512149109694863e-05	0.046634870283953266
K07052	-494.95685387959406	2.6911943729855548e-05	0.04733810902081591
K03621	442.89183966479845	2.7309178295997075e-05	0.04803684462265886
K07012	119.11360669791664	2.735655996106334e-05	0.048120188971510415
K02304	46.29178623862899	2.7419682167553317e-05	0.04823122093272628
K03407	61.543527591412214	2.7791967282655583e-05	0.04888607045019117
K02492	122.55087076435755	2.7837922863573027e-05	0.04896690631702495
K01975	109.48490878453646	2.7886094169498117e-05	0.04905163964414719
K00951	-357.076853036129	2.9146410170682316e-05	0.051268535490230194
K00826	-554.337565624425	2.9159182450413718e-05	0.05129100193027773
K00052	-527.1769731252145	3.0350598819342954e-05	0.053386703323224254
K15051	506.61581226315207	3.152042479703119e-05	0.05544442721797787
K03408	116.25156980449476	3.161001531524584e-05	0.05560201693951743
K03780	-339.2463553084351	3.192399942445281e-05	0.05615431498761249
K21993	-113.33894000534436	3.300082237904949e-05	0.05804844656474806
K04061	-299.6796732451397	3.369170107088318e-05	0.05926370218368351
K00432	194.09332880440783	3.395107879904675e-05	0.059719947607523235
K10672	-70.42165580493005	3.4312420292976474e-05	0.06035554729534562
K01649	-523.4775908533975	3.435470896950186e-05	0.060429933077353774
K02110	-1093.7352773344132	3.508895465568204e-05	0.06172147123934471
K12111	-62.385461219323034	3.554699272210314e-05	0.06252716019817942
K12952	199.5972193391419	3.6805897576131554e-05	0.0647415738364154
K03590	59.076891630977215	3.712581618328239e-05	0.06530431066639372
K01358	-585.1320636664191	3.727977044364229e-05	0.06557511621036678
K00794	-385.9495242521066	3.8005535464653215e-05	0.066851736882325
K15771	107.49804356578379	3.820196989566208e-05	0.0671972650464696
K01704	-674.4843607100688	3.859196162645371e-05	0.06788326050093207
K00088	-554.2520666066889	3.9096920137198185e-05	0.06877148252133161
K00620	256.8152571618047	3.955770015907807e-05	0.06958199457981833
K07023	130.2087337209431	3.9569916688845003e-05	0.06960348345567836
K18640	-153.5140852241695	4.097828212819989e-05	0.07208079826350361
K06956	67.8178378290118	4.154558098127205e-05	0.07307867694605755
K01462	-597.1691421719343	4.3164312024399843e-05	0.07592602485091933
K03465	-295.5647894536701	4.322438769197028e-05	0.07603169795017573
K02422	-223.18309911772138	4.3636374181600086e-05	0.07675638218543455
K02520	-614.6902383554611	4.3890930595164955e-05	0.07720414691689516
K02227	-215.42595800351086	4.462459014779699e-05	0.0784946540699749
K04042	229.40686503654229	4.462785098866746e-05	0.07850038988906606
K07098	191.38909118521616	4.4725693336566216e-05	0.07867249457901998
K06438	-107.03744690482705	4.5198583255440354e-05	0.07950430794631959
K03205	-295.72675245911057	4.5334770131080805e-05	0.07974386066057114
K03316	80.82536313861853	4.557731264505678e-05	0.08017049294265488
K00831	-574.7169369998169	4.583893752823839e-05	0.08063069111217133
K02398	-202.57044674912964	4.722850676473273e-05	0.08307494339916488
K01872	-500.77694035347713	4.900471340455147e-05	0.08619929087860603
K07568	-515.5547204660775	5.0665705801267797e-05	0.08912097650443006
K02650	-178.10169933602234	5.181761690279458e-05	0.09114718813201567
K04076	86.29111077714208	5.2875062264105646e-05	0.09300723452256184
K16202	-128.8692612792359	5.3788455688852565e-05	0.09461389355669166
K15598	-31.005015818602867	5.4243597217526526e-05	0.09541448750562916
K03784	378.9581569382284	5.4525268806921374e-05	0.0959099478313747
K08234	370.8570374495296	5.49713446298999e-05	0.09669459520399393
K01520	-640.9436732911029	5.560076519123672e-05	0.09780174597138538
K02335	353.0750706752866	5.727899887835379e-05	0.10075375902702433
K01738	-728.234015125111	5.9465726183280684e-05	0.10460021235639072
K01814	-510.3322089839917	6.374212530995593e-05	0.11212239842021249
K06209	-411.81381678376704	6.381230402326879e-05	0.1122458427769298
K16213	-184.52814234891358	6.455800504241631e-05	0.11355753086961029
K15582	249.88831457775353	6.544134471776688e-05	0.11511132535855194
K00351	-57.900574232525805	6.546276967523323e-05	0.11514901185873526
K01714	-570.7648637400473	6.569592068537488e-05	0.11555912448557441
K00766	-502.73426466335263	6.670956984556677e-05	0.11734213335835195
K08968	287.8969619287213	6.9246179985696e-05	0.12180403059483927
K06283	-247.03820972530605	7.09298294042862e-05	0.12476556992213943
K01308	-87.02763424129024	7.109381195579517e-05	0.1250540152302437
K07483	355.0411824578093	7.120581603911553e-05	0.12525103041280422
K14623	-294.41708862891824	7.15748283336537e-05	0.12590012303889686
K00244	78.03086929118709	7.243128191127941e-05	0.1274066248819405
K00700	232.34374146743545	7.280461550599151e-05	0.12806331867503906
K12373	-337.44262308395736	7.30980739695002e-05	0.12857951211235086
K03529	-183.3964691304389	7.320340148794374e-05	0.12876478321729304
K03778	-174.96530033258568	7.329495140729621e-05	0.12892581952543405
K03300	-21.534063096196572	7.674081022438403e-05	0.13498708518469152
K09163	-42.71705010256369	7.679193840092763e-05	0.1350770196472317
K02114	-308.7627659172455	7.767779100714323e-05	0.13663523438156494
K03312	46.61340170290518	8.035562123893261e-05	0.14134553775928246
K07462	-257.98490642126046	8.08007350089181e-05	0.14212849288068694
K21417	99.03676174225954	8.28523814914329e-05	0.14573733904343047
K19147	37.668038194642264	8.382556490276654e-05	0.14744916866396635
K07089	347.6523460602873	8.411249821349621e-05	0.14795388435753984
K09762	333.7038545568777	8.531578538740612e-05	0.15007046649644737
K02188	86.68734098440706	8.76269772555372e-05	0.15413585299248994
K01607	-104.15105896011266	9.494189708036229e-05	0.16700279696435727
K19117	-102.62656686719453	9.553518257821753e-05	0.16804638615508463
K00029	-63.71827070956522	9.765976733252256e-05	0.1717835307379072
K00014	-692.3543305880567	9.986212626514714e-05	0.1756574801003938
K00864	-379.0585962933733	9.996708565559317e-05	0.1758421036681884
K06396	-117.49808526104324	0.00010283617734222276	0.18088883594496985
K11749	400.5330454840972	0.000104400965468494	0.18364129825908096
K06282	49.742751817895176	0.00010458385594441293	0.18396300260622236
K02570	71.38301984161615	0.0001047048920141548	0.18417590505289827
K03612	-142.85084767246357	0.0001053314279598642	0.18527798178140112
K00610	-442.0394768063147	0.00010568036057355953	0.1858917542488912
K17076	63.91982834580607	0.00010867331943218541	0.19115636888121412
K01465	364.14660877574806	0.0001087671591461839	0.19132143293813747
K00850	-576.6261728169288	0.0001100171739197809	0.1935202089248946
K02224	-235.90379062892146	0.00011004628299186622	0.1935714117826927
K06206	-276.06872975732506	0.00011038777373716089	0.194172094003666
K07106	-226.91620552779784	0.00011048425788372357	0.19434180961746975
K01990	-1591.836709789016	0.00011993191695464327	0.2109602419232175
K00548	88.68424407099252	0.00012099232161521583	0.21282549372116466
K00077	144.09929088883632	0.00012115043167175591	0.21310360931061864
K02337	256.7937807861165	0.0001222075156969627	0.21496302011095736
K05970	-131.4790037433582	0.00012376376368512457	0.2177004603221341
K10118	329.75819807568104	0.00012632938003868778	0.2222133794880518
K01818	-230.87465370172288	0.0001298441621327109	0.22839588119143847
K04487	267.30332315114606	0.0001311667538126014	0.23072231995636586
K07341	-39.262595754668126	0.0001362737755556687	0.23970557120242122
K03427	455.75537458152724	0.00013775189816180323	0.24230558886661188
K10041	-137.90539389610336	0.00013844968130761196	0.24353298942008944
K00703	-521.4512653904399	0.00014422262867672396	0.25368760384235745
K20492	-332.41742932059117	0.00014739071624858037	0.2592602698812529
K00940	296.4948522379909	0.00014973978696256258	0.2633922852671476
K22015	53.24900092718783	0.00015412204174611218	0.2711006714314113
K00760	616.4396060310551	0.00015535492890770427	0.27326931994865183
K01409	-430.9373377608099	0.00015838368204143893	0.27859689671089105
K09155	-111.34898531356636	0.00016042027250086612	0.2821792593290235
K03340	-321.46139552628154	0.00016218429566999546	0.285282176083522
K09810	-284.0575154919074	0.00016722374709222582	0.29414657113522524
K02041	298.00648511470644	0.00016763302273947847	0.2948664869987426
K05592	311.4302426445164	0.00017089516758403807	0.30060459978032295
K02042	59.64227730894781	0.0001710858437939287	0.3009399992335206
K10194	-152.68818541892824	0.00017483715024876152	0.3075385472875715
K00331	-343.5408981243359	0.00017641466526463774	0.3103133962004978
K06284	-120.2233827926601	0.00017724678909461288	0.3117771020174241
K02822	113.17694362963252	0.00017934199240788782	0.3154625646454747
K22129	-81.25043419296271	0.0001803707744906884	0.31727219232912085
K00857	372.0645417555253	0.0001814717462139058	0.31920880159026027
K04074	-40.4352338394362	0.00018207342063748786	0.3202671469013411
K02000	-101.348651342122	0.00018331670599322738	0.32245408584208696
K00651	-495.7247970534313	0.0001957942851238322	0.34440214753282083
K02662	-207.53029243552731	0.00019621941645238993	0.3451499535397539
K03630	285.8566616437134	0.00019876071555931425	0.34962009866883376
K03168	-424.16093138913266	0.00019908985787859182	0.35019906000844303
K02009	185.72958713055547	0.00020260573977803344	0.35638349626956084
K04651	161.64654508631565	0.00020391259188201058	0.3586822491204566
K03320	-538.6212485140038	0.00020771652562388222	0.3653733685724088
K00226	266.9135103316212	0.00021719875523507374	0.3820526104584947
K01493	142.7975632431178	0.00022061255238153675	0.3880574796391231
K01479	40.76532812011992	0.00022255293891358067	0.3914706195489884
K01915	-557.949100304942	0.00022258260190830925	0.391522796756716
K21140	63.0142408503166	0.00023411399922486755	0.411806524636542
K00526	419.5221570409411	0.00024146716662368773	0.4247407460910667
K02401	-111.19425641303513	0.000242343053852251	0.42628143172610955
K02016	-236.68226892284264	0.00024757663578165844	0.4354873023399372
K00796	127.63581466158769	0.0002488845172209694	0.43778786579168516
K00297	-115.42888885753155	0.0002514558887542119	0.44231090831865877
K19689	284.7301769613557	0.0002601650660700368	0.4576303512171947
K00626	-273.35661298547086	0.00026872471069632197	0.47268676611483035
K21636	331.351868053945	0.0002715968462662349	0.4777388525823072
K00275	-93.88092096791163	0.0002725795112183587	0.479467360233093
K07263	79.68122745419856	0.00027462186680867737	0.4830598637164635
K01839	-284.8307614307604	0.0002780197169330363	0.4890366820852108
K00176	-181.80448865848138	0.0002790035715796625	0.4907672824086263
K01151	-468.30184179446223	0.00029463085495908903	0.5182556738730376
K14742	45.951080164237894	0.0003005915137778797	0.5287404727352903
K03106	-450.28796172954435	0.0003175901097365325	0.5586410030265606
K13747	-94.02230795453939	0.00031786658197839726	0.5591273177000008
K07107	-234.5005492774386	0.0003181345251756758	0.5595986297840138
K03624	560.5623927348247	0.0003352382260417494	0.5896840396074372
K06153	-411.54745686751653	0.00033712791651474967	0.5930080051494446
K00027	126.25697614293864	0.00034208258059800366	0.6017232592718884
K03561	-131.10440556697228	0.00034452822835908867	0.606025153683637
K06330	94.76761128283295	0.0003561495129595269	0.6264669932958078
K01588	-422.0367274789378	0.0003588231254078701	0.6311698775924435
K01844	-60.47570337766842	0.00036771351493187024	0.6468080727651597
K06442	240.48172171655784	0.00037422446126845327	0.6582608273712093
K02237	-251.23997175076357	0.0003812679008625002	0.6706502376171378
K02619	43.59691568255066	0.00038249036176154865	0.6728005463385641
K03310	403.0413285184841	0.0003871465751248948	0.6809908256446899
K07667	-123.57187952182923	0.00039036526004780376	0.6866524924240868
K02970	-1680.5719148691242	0.0003909883751241799	0.6877485518434325
K01874	380.59853040736164	0.0004012783036535506	0.7058485361265955
K03625	439.6254623582271	0.00040224921358953595	0.7075563667039937
K08679	-77.57442979081452	0.0004046823238786314	0.7118362077025127
K06406	-175.43163128789126	0.0004062713495555687	0.7146313038682454
K14048	-101.33202078797481	0.00040866760348483544	0.7188463145298255
K00600	-461.5449631156689	0.00041389192789704696	0.7280359011709056
K00912	-292.78211699750625	0.0004223055783806922	0.7428355123716376
K02567	28.63563966353944	0.0004264343519975433	0.7500980251636787
K09952	186.69367889345833	0.00042904893630831887	0.7546970789663329
K06416	225.1347090592152	0.0004371556581391374	0.7689568026667427
K03442	-101.7823970712648	0.000443178266733026	0.7795505711833927
K10562	43.319756668143356	0.0004638168984846631	0.8158539244345224
K03570	325.0853015610761	0.0004698576111692099	0.8264795380466402
K03823	52.33755919125186	0.0004748575043880125	0.835274350218514
K05349	-223.04497630250546	0.0004781585465909855	0.8410808834535435
K15974	67.5075559918775	0.00048185956580904925	0.8475909762581176
K02867	638.6411141922326	0.0004870995423373457	0.8568080949713911
K03816	-545.1590624391697	0.0004882009587048	0.8587454863617432
K10793	-43.70023136546084	0.0005026524933501079	0.8841657358028397
K07491	465.80784466837815	0.00050830653297175	0.8941111914973082
K02548	70.84000525624293	0.0005087775069534795	0.8949396347311704
K01089	-254.9109944450363	0.0005136120178833449	0.9034435394568036
K01733	78.93020842576638	0.0005196445729393242	0.9140548038002713
K06158	-233.19506472971284	0.0005224216672479104	0.9189397126890744
K03152	-135.23183578379218	0.0005282065030599497	0.9291152388824516
K11752	67.74208037946622	0.000535313262391853	0.9416160285472693
K00919	-417.08196914802784	0.0005381327738623805	0.9465755492239273
K01537	-343.7890433864985	0.0005393037015428765	0.9486352110139198
K03695	-313.95350939880973	0.0005393971162222881	0.9487995274350048
K21471	-192.7786923485764	0.0005574507326875104	0.9805558387973308
K13954	96.86945040882956	0.0005608021197319096	0.986450928608429
K00337	-301.97203333061134	0.0005615602901451058	0.987784550365241
K02412	-127.85612086535639	0.0005627906800619583	0.9899488062289847
K00382	152.4369719165606	0.0005781907762834027	1.0170375754825054
K01585	-293.28140418418	0.0005797280712033122	1.0197416772466261
K01433	-103.06951379275728	0.000584531064473408	1.0281901424087245
K02837	-452.5864759593155	0.0005846422415121612	1.0283857028198915
K00278	50.033602619034966	0.0005895087036878912	1.0369458097870008
K01193	354.5433793013102	0.0005932183623053544	1.0434710992951184
K22605	-653.0381934137703	0.000600963394442979	1.0570946108252
K01709	-145.73550422023806	0.0006126715719471732	1.0776892950550776
K01951	-533.4704538656529	0.0006139010247023794	1.0798519024514854
K06173	414.54987028652704	0.0006254675467250733	1.100197414689404
K17236	-150.62697594731674	0.0006266924244147852	1.1023519745456072
K01736	-385.4663154054458	0.0006399897029391295	1.1257418874699288
K06346	339.3602622944001	0.0006573706123124903	1.1563149070576704
K09767	108.46832956071063	0.0006955215052062224	1.2234223276577452
K09131	76.98938103435493	0.0006990009688150367	1.2295427041456497
K03785	377.0251346487985	0.0007070385725598987	1.2436808491328617
K18979	104.49293529872165	0.0007141806108266099	1.2562436944440067
K00567	-104.01201736423786	0.0007280225756682274	1.280591710600412
K01629	-211.53129330407478	0.000749593733589973	1.3185353773847623
K03169	-234.58853100217618	0.0007648198251778471	1.345318072487833
K01658	-282.1299176513203	0.0007730223527859566	1.3597463185504977
K21672	82.35929602124705	0.0007740873843198468	1.3616197090186106
K03734	118.36222031877475	0.000787693586957161	1.3855530194576462
K06412	-478.02335892692076	0.0007925246137515102	1.3940507955889063
K01091	95.84276363838458	0.0007925493863180716	1.394094370533488
K03743	-123.82868763025826	0.0007966432858388368	1.401295539790514
K08301	59.165467128775916	0.0007986777140243495	1.4048740989688309
K03789	148.2105258782948	0.0008171364198267463	1.4373429624752467
K10119	294.4660364141263	0.0008279502078321046	1.4563644155766722
K03495	-485.00521062080225	0.0008325001440933697	1.4643677534602373
K13626	-75.41460850014275	0.0008454590327608083	1.4871624386262619
K00945	-344.3671515001547	0.0008504868238144859	1.4960063230896807
K00764	366.9799278159319	0.0008884522649298847	1.5627875340116673
K01749	146.64150313537846	0.0008965205977336635	1.576979731413514
K01486	148.20604430926312	0.0008991256409242834	1.5815620023858146
K09779	-171.419170458521	0.0009123443085408426	1.604813638723342
K02871	-516.7179544841861	0.0009584601038087825	1.6859313225996484
K15599	-29.148257086907016	0.0009841208621724344	1.731068596561312
K19159	103.68975891626681	0.00098801725709462	1.7379223552294365
K02342	330.66473209088394	0.001084258550014732	1.9072107894759136
K03628	-201.5933070465503	0.0010959054715603907	1.927697724474727
K07139	184.22041849081026	0.001098698102819215	1.932609962858999
K03284	101.56154310695035	0.0011055271993565003	1.944622343668084
K21600	160.5565248256583	0.0011058479428796598	1.9451865315253216
K04077	-501.6630483961462	0.0011170173760853231	1.9648335645340833
K06926	-195.36588243646898	0.0011215547491669783	1.9728148037847149
K06281	37.90851104809393	0.001166599798344447	2.052049045287882
K02341	-111.2587991423937	0.0011730329510437002	2.0633649608858686
K02919	-916.6621783825826	0.0011978200716815106	2.106965506087777
K21071	-175.94934913192316	0.0012215937054674577	2.148783327917258
K02502	-246.83609927074303	0.0012315929265273938	2.166371957761686
K01613	-314.0140480728701	0.0012535576315603448	2.2050078739146466
K02279	-69.09974248924124	0.0012583232021883234	2.213390512649261
K01226	133.84753340677497	0.0012920900804798767	2.2727864515641034
K04078	-586.2717647203103	0.0013505746979978245	2.375660893778173
K00932	41.028177192117724	0.001350793583784725	2.3760459138773316
K02823	246.50674194403683	0.0013740036008600205	2.4168723339127762
K17836	-39.42560495077917	0.001392088793149822	2.448684187150537
K16345	-62.86846708804846	0.001392262530734243	2.4489897915615333
K20265	-130.42970892963567	0.001415028663635651	2.48903541933511
K03787	-148.6976729006702	0.0014188300171894968	2.495722000236325
K01142	-411.49407123706897	0.0014778947190302299	2.599616810774174
K00330	-372.32562930226834	0.0014915525267763406	2.6236408945995833
K00350	-242.66391110860087	0.0015473713646248892	2.72182623037518
K16787	525.9324106409019	0.0015731391390655589	2.767151745616318
K07114	61.963726604307496	0.001573363672299482	2.767546699574789
K02113	358.6812231043217	0.001607116449023508	2.8269178338323506
K06378	-42.399584186990126	0.0016173641117002836	2.8449434724807987
K22900	49.431271662561855	0.0016421011624556108	2.8884559447594196
K00547	31.5580061749223	0.0016782800963819954	2.95209468953593
K02169	-48.818613869511836	0.0016909201541764564	2.9743285511963866
K01958	29.031361101651576	0.0016974686945093814	2.985847433642002
K02065	-328.6988192144979	0.0017292422955422506	3.0417371978588186
K03390	74.5151300911078	0.00173351619126632	3.049254980437457
K03308	56.720268104135585	0.0017469002995576654	3.0727976269219335
K06393	-99.21052272845313	0.0017552667896031503	3.0875142829119415
K08998	-546.5461738027543	0.0017648703909231042	3.1044070176337404
K06896	115.65740465673676	0.0017790975128361233	3.129432525078741
K01676	-269.8223652451774	0.001783232819856723	3.1367065301279755
K07507	39.48255397763188	0.001803903548918914	3.1730663425483696
K00575	-49.77425828643712	0.0018669823977223536	3.28402203759362
K03424	157.1881746702436	0.0018777118422457792	3.3028951305103256
K09817	337.19486149426933	0.0018973466011119305	3.3374326713558857
K10542	-246.0945114178055	0.0019285547632468911	3.3923278285512817
K05989	-53.49041587349174	0.001938092367336712	3.4091044741452765
K07105	-216.39374717416447	0.001990766291659368	3.501757907028828
K07503	95.2319978390136	0.0020137987855050657	3.5422720637034106
K00858	-327.4280005684768	0.002023562483317117	3.5594464081548085
K00282	-129.03513598156235	0.0020536076532914685	3.612295862139693
K03289	-74.2326773313942	0.0020741183142102713	3.648374114695867
K04083	-265.923369574646	0.0020910887879973298	3.678225178087303
K02014	-112.28201433259113	0.0021026723845146643	3.6986007243612944
K03116	-279.9790861255195	0.002112883269307992	3.716561670712758
K09703	46.20630590643444	0.002129399754415449	3.745614168016775
K10710	-47.37610966038001	0.002224044371422748	3.912094049332614
K03665	-163.1542352377586	0.002309883250134061	4.063084636985813
K07452	53.29704051746222	0.002395785133205434	4.214186049308359
K07862	325.6881608791357	0.002399629951634408	4.220949084924923
