,PC1,PC2,contribution
GGB4587,-0.0023135865698731056,0.016173220499142316,0.018486807069015423
GGB3755,0.013270111146500518,0.005018357811668644,0.01828846895816916
GGB1615,-0.017783359714913537,0.00040118088139922444,0.018184540596312762
GGB101013,-0.016077545167094778,0.001913871137722142,0.017991416304816918
GGB52084,0.003990042651509295,-0.013915845099001822,0.017905887750511117
GGB9773,-0.017077176305766963,0.0005916689286927659,0.01766884523445973
GGB3142,0.014810138075636824,-0.002435258339637886,0.01724539641527471
GGB4661,-0.015576339598401554,0.001604719663010526,0.017181059261412078
GGB4708,-0.01712903567324707,1.694843493411625e-05,0.017145984108181186
GGB9760,-0.013699765709074335,-0.0029085920112369317,0.016608357720311266
GGB9243,-0.013714671247793242,0.0013070715369358492,0.015021742784729092
GGB3722,-0.0014062595391662134,0.013304434590558828,0.014710694129725041
GGB12695,-0.005277355366158383,-0.00935364858561859,0.014631003951776973
GGB38239,0.0022865227228819206,-0.01228931354532749,0.01457583626820941
GGB33665,0.014054270641485647,0.0002371879607678235,0.01429145860225347
GGB3176,0.013003365643693341,0.0012819532113199326,0.014285318855013274
GGB3281,0.004855527330143594,0.00918642928247832,0.014041956612621913
GGB3213,-0.008458505558496969,0.004631463055821485,0.013089968614318454
GGB4550,-0.01118581648708677,-0.0017573303081881483,0.012943146795274918
GGB4676,0.001478463717497089,-0.01143199988862111,0.0129104636061182
Pseudoruminococcus,0.0027389852687492305,-0.00963328902746488,0.012372274296214111
GGB9764,-0.010398021533027055,-0.0016981804931107186,0.012096202026137773
GGB3110,-0.004133189310789165,0.007817522130782647,0.011950711441571813
GGB143928,0.0008139682017302079,0.010936359055213323,0.01175032725694353
GGB3637,0.0015284899018013077,0.009394075825228302,0.01092256572702961
GGB4667,-0.006956113207564469,0.003601534318118741,0.01055764752568321
GGB3169,0.007365664027947209,0.0029743119350680086,0.010339975963015217
Mitsuokella,0.0014805015092367697,0.008299196652260199,0.009779698161496968
GGB9279,-0.006301534816712469,-0.0033526518675946605,0.009654186684307129
GGB4586,-0.002623903187823331,0.005805347685102688,0.008429250872926019
GGB47174,-0.001787547914750616,-0.006146490835751254,0.00793403875050187
GGB9081,0.0051426492864190005,-0.0021536825984590684,0.007296331884878069
GGB1405,-0.005380646588387258,0.001532289624111134,0.006912936212498392
GGB3343,0.001039147002452136,-0.004594344338920191,0.005633491341372327
GGB4546,0.0034229872571096723,-0.001834538020783222,0.005257525277892894
GGB3303,0.002054681428258776,-0.0030329920983567975,0.005087673526615573
GGB9059,-0.0025236812430616817,-0.0015533911313713206,0.004077072374433002
GGB9606,0.00028835559621068,-0.002533873722686105,0.0028222293188967847
GGB3616,-0.0010095131273022296,1.1911986563850865e-05,0.0010214251138660805
